Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
151,Penn,Ivy,26,13–13,95,94.1,0.5268,45.9,46.3,22.5,20.7,30.5,31.2,24.6,24,46.5,47.1,29.9,29.7,34.7,30.4,69.3,-7.7
152,Louisiana Tech,CUSA,31,12–19,91.4,90.6,0.5261,45.8,46.5,23.1,21.9,26.4,30.7,27.8,27.4,45.1,47.2,31.4,30.1,33.3,33,66.9,-13.4
153,Saint Louis,A10,32,14–18,98.8,97.9,0.5261,46.6,50.7,23,24.9,33.6,35.5,31,32.9,46.7,50.6,30.9,33.8,29.7,34.6,73.9,-13.1
154,Brown,Ivy,26,15–11,90.8,90,0.5244,44.9,44.6,22,23.7,28,36.4,25,22.8,45.4,43.7,29.5,31.1,41.1,28.4,70.8,-7
155,Rutgers,B10,32,8–24,96.1,95.3,0.5241,46.7,48.8,25.9,19.7,33.5,33.4,35.1,30.6,46,47.4,32.1,34.2,29.1,34.1,70.7,-12.2
156,UAB,Amer,30,17–13,101.2,100.4,0.5209,49.3,46.8,19.6,19.3,27.8,33.5,28.7,22.9,46.4,47.2,35.7,30.4,39.3,25.7,70.6,-9.5
157,Albany,AE,30,24–6,91.7,91,0.5207,48.3,41.6,25.4,23.2,36.1,29.5,29.1,22.5,45.1,42,37.6,27.2,28.7,32.5,63.2,-4.2
158,Illinois Chicago,MVC,33,18–15,91.1,90.6,0.5165,46.9,46.4,23.4,24.2,33,29.1,38.7,25.8,49,44.1,27.6,34.4,27.3,30.2,71,-11.2
159,North Carolina A&T,CAA,29,18–11,88.2,88,0.5073,42.2,40.5,24.6,23.8,34.8,30.2,34.4,28.5,43.5,38.5,26.2,29.3,31,37.1,68.6,-8.5
160,Central Arkansas,ASun,30,19–11,91.6,91.3,0.5073,48.1,42.2,21.9,20.4,27.6,28.4,27.4,30.8,48.3,41.7,31.7,28.8,34.4,31.4,68,-7.9
161,Texas A&M Corpus Chris,Slnd,27,19–8,88.6,88.5,0.5044,44.3,40.3,23.9,24.3,32.3,31.3,36.8,27.1,46.6,41.4,26.2,25.4,32.1,33.6,71.3,-6.1
162,Drexel,CAA,32,18–14,90.7,90.6,0.5033,44.2,44.4,21.1,25.2,32,31.6,19.2,24.7,43.6,44.1,30.6,30,26.2,28.9,62.6,-10.8
163,Pittsburgh,ACC,32,8–24,91.8,91.7,0.5011,43.3,47.8,25,20.2,33.2,30.5,26.3,25.8,43.8,45,27.8,34.9,26.6,38.7,69,-12.6
164,Stephen F. Austin,WAC,32,20–12,94.9,95,0.4961,47.1,45.8,21.1,21.8,30.7,30.6,31.2,28.4,48.4,45.3,29.9,31.4,37,31.3,73.1,-8.6
165,Appalachian St.,SB,32,17–15,93.4,93.7,0.4915,44.5,46.9,22.8,23.2,33,34.2,34.4,30.1,43.5,45.7,30.8,33.4,37.5,27,75.2,-11.2
166,Louisiana,SB,29,15–14,87.1,87.4,0.4909,43.7,44.4,22.1,25.6,22.7,33.9,28.9,34.3,41.7,46.1,32.3,27.5,29.7,34.9,64.1,-10.1
167,Towson,CAA,31,20–11,92.8,93.2,0.4894,42.8,44.6,19.3,21.6,31.5,29,25.7,28.4,41.5,44,30.4,30.7,32.6,28.4,70.9,-8
168,San Francisco,WCC,29,13–16,90.9,91.4,0.4849,44.3,46.8,21.3,20.4,32.5,26.7,27.7,24,44,48.1,30,29.5,35.4,34.6,71.9,-11.4
169,Western Kentucky,CUSA,31,14–17,90.6,91.2,0.4837,44.4,46.7,21.1,27.8,27.8,36.3,26.7,33.2,44.3,46.9,29.7,31,38.1,40.6,70.7,-12.2
170,Charleston,CAA,28,19–9,94,94.7,0.4786,44.7,45.1,18.9,26.8,33.5,32.6,26.9,27,41.2,45.5,34.4,29.5,33,35.9,74,-7.1
171,Southeastern Louisiana,Slnd,28,16–12,87.3,88.3,0.4675,42.3,41.4,19.7,23,25.9,27.5,31.4,34.7,42.5,40.7,27.8,28.5,21.5,34.4,67.8,-8
172,UC Davis,BW,32,18–14,89.6,90.9,0.4601,48,43.1,24.1,21.3,23.6,28.5,19.8,26.6,47.4,38.7,32.4,35.1,45.7,31.3,69,-10.1
173,East Tennessee St.,SC,28,16–12,89.9,91.4,0.4536,45.6,43.3,21.1,22.5,29.9,30.8,28.1,25.3,44.9,41.1,31.2,31.7,37.3,33.8,64.5,-10.1
174,Northwestern,B10,30,9–21,98,99.9,0.4474,45.8,51.2,22.6,17.4,28.8,35.6,23.5,29.5,43.5,49.8,34.7,35.8,26.3,34.9,70.6,-9.1
175,Austin Peay,ASun,30,15–15,88.3,90.1,0.4444,47.7,43.3,25.7,22.3,28.6,28.4,35.5,31.3,48.4,41.3,30.6,32.3,26.1,28.8,66.3,-12.5
176,FIU,CUSA,30,19–11,91.6,93.6,0.4391,45.8,45.4,24.5,25,34.3,31.4,33.7,34.6,45.6,45.8,30.8,29.7,32.8,31.8,72.5,-8.4
177,William & Mary,CAA,29,15–14,88.5,90.5,0.4356,43.5,42.5,23.1,25.5,26.8,32.4,31.3,30.4,43.7,42.3,28.8,28.7,31.2,30.2,71.6,-11
178,Holy Cross,Pat,31,19–12,90.5,92.6,0.4331,44.6,40.8,19.5,18.5,32.4,25.6,23.3,27.2,42.6,41,32.8,26.8,29.9,31.1,66.4,-10.1
179,Cal Poly,BW,30,17–13,88.9,91.1,0.4292,46.5,45.2,28,25.6,34.2,29.2,30.3,35.7,44.7,43.5,33.8,32.2,29.2,34,68.5,-9
180,Loyola Chicago,A10,31,15–16,90.1,92.7,0.4201,46.5,48.4,23.9,25.9,29.7,33.5,29.5,26.6,44.4,46.6,33.6,34.8,35.8,33,67.4,-11.7
181,New Mexico St.,CUSA,30,12–18,86.7,89.3,0.4172,43.4,45.7,24.8,24.8,32.5,30.5,28.6,35.9,42.6,47,30.4,28.7,24.5,33.1,68.1,-14.7
182,Arkansas Pine Bluff,SWAC,31,15–16,91.5,94.4,0.4099,45.1,43.2,21.8,23.6,32.3,32.9,36.3,39.1,45,42.7,30.2,29.6,30.9,29.9,75.3,-11.9
183,Wofford,SC,26,13–13,92.3,95.3,0.4086,44.6,45.3,17.2,21,26,30.9,21.6,23.6,42.4,48.6,32,26.8,39.5,39.6,71.3,-10.3
184,Abilene Christian,WAC,27,11–16,95.1,98.3,0.4049,48.1,48.6,22.9,22.1,34.2,28.7,27.8,26.9,50.6,49.4,30.1,31.4,46.7,37.4,68.4,-14
185,Bowling Green,MAC,30,16–14,97.9,101.3,0.4026,49.7,48.9,22,19.5,30.4,30.8,28.7,26.8,49,46.7,33.9,35.5,36.9,32.9,68.2,-9.5
186,Arkansas St.,SB,29,12–17,94.9,98.2,0.4022,45.1,46.8,20.2,21.1,30.6,31.2,32,23.5,44.8,47.1,30.4,30.8,37.5,35.5,66.8,-14.5
187,Eastern Kentucky,ASun,30,19–11,90.7,94,0.398,44.7,46.4,21.1,23.9,31.9,27.1,32.9,33.3,43.6,45.9,31.8,31.7,27.9,31.1,73,-7.9
188,UT Arlington,WAC,33,17–16,93.8,97.4,0.3953,46.6,46.3,20.3,21.3,29.1,33.6,31.2,31.7,46.1,44.1,31.8,33.6,27.8,34.7,72.7,-12.3
189,UNC Greensboro,SC,28,17–11,92.4,96.1,0.3895,43.7,43.3,20.2,20.5,37.5,31.3,26.4,28.8,44.1,43.3,28.4,29,27.3,26.6,65.3,-8.4
190,Air Force,MWC,30,13–17,90.1,93.7,0.3894,43.6,48.2,21.2,26.5,28.9,34.7,21.5,36,41.8,48.8,31.3,31.1,34,25.5,70.6,-12.5
191,Mercer,SC,32,15–17,92.7,96.4,0.3893,43.3,45.5,20.8,22.4,36.2,30.4,22.2,34.7,40.7,46.2,33.9,28.8,24.9,25.8,69.7,-14.7
192,Siena,MAAC,30,18–12,91.5,95.2,0.3876,47.6,44.8,23.5,28.2,33.5,35.8,22.8,28.4,47.3,43.3,32,31.8,35.5,33.6,73.4,-10.4
193,Nevada,MWC,31,15–16,89.5,93.1,0.3871,42.5,48.1,20.6,25.4,31.4,30.3,23.5,30.5,40.3,46.6,31.9,34.1,29.6,32.9,70.3,-12.4
194,Saint Mary's,WCC,30,12–18,93.2,97,0.3858,49.1,48.5,24.1,23.7,23.9,36,25.5,27.3,47.7,47.4,34.5,33.4,33.9,41.6,65.8,-13
195,Lipscomb,ASun,28,15–13,91.3,95.2,0.3828,45.2,44.4,20,19.4,27.4,29.6,30.6,23.9,45,43.3,30.3,31,36.9,34.6,70.8,-9.9
196,Campbell,CAA,29,15–14,88.8,92.6,0.3792,47.5,42.4,26.3,19.8,30.5,26.2,26.1,25.1,47.6,42.8,31.6,27.7,39.9,29,64.1,-11.8
197,Delaware,CAA,31,11–20,90.6,94.6,0.3784,46.3,45.6,23.9,22.9,31.2,28.7,27.6,26.6,47.2,43.3,29.7,33.7,33.5,31.9,74.1,-17.3
198,Northern Colorado,BSky,28,13–15,91.4,95.5,0.3783,48.8,45.3,26,20.6,31.5,29.8,34.1,25.8,47.4,46.4,34.3,28.7,33.8,32.1,67.2,-12.4
199,George Washington,A10,30,12–18,86,89.9,0.3765,42.4,44.2,24.6,23.3,33.9,28.1,23.3,31.9,40.2,43.1,30.7,31.1,38.8,30.7,66.8,-13.4
200,Buffalo,MAC,31,18–13,91.9,96.1,0.3751,46,44.4,20.1,21.4,26.6,32.1,28.8,26.4,45.5,46.9,31.4,27.2,31.5,40,68.9,-10.6
201,Fordham,A10,27,10–17,90.2,94.3,0.3738,44.4,48.6,23.9,25.9,35.1,31,21.7,23.6,43.7,44.7,30.8,36.6,29,38.6,69.2,-12.5
202,Wright St.,Horz,31,16–15,95,99.3,0.3737,47.6,48.7,19.4,20.6,24.3,31.3,26.5,30.9,47.2,48.4,32.1,33,40.5,28.6,70.9,-10.7
203,Southern Illinois,MVC,31,11–20,88.8,92.9,0.373,43,48.2,22.2,27.1,32,32.6,32.1,36.1,42.4,50,29.9,29.2,25.1,28.2,70.7,-16
204,Niagara,MAAC,33,20–13,86.2,90.3,0.3699,42.3,50.1,24.5,34.5,36.3,36.2,26.6,38.5,41.9,51.4,28.7,31.4,28.5,30.5,80.1,-8.2
205,UC Riverside,BW,29,16–13,84.7,88.7,0.369,40.2,47,21.4,29,28.9,31.6,25,26.5,39.3,48,28,30.2,32.2,34.8,67.3,-9.7
206,Milwaukee,Horz,30,14–16,92.2,96.8,0.3638,48.8,44.3,24.8,20.2,31.7,30.7,26.1,30.3,48.1,44.6,33.3,29.1,38.2,33.6,66.9,-13.6
207,San Diego,WCC,30,8–22,91.3,95.9,0.363,43.6,47.8,24.7,21.7,36,34.2,30,29,43.4,46,29.9,34.8,19.8,28,69,-16.1
208,Fresno St.,MWC,31,13–18,92.9,97.7,0.3596,44.8,50.2,19.5,24.3,30.5,29.1,23.5,29.7,42.6,48.4,32.6,36.3,35.6,30,67.6,-14.9
209,Wichita St.,Amer,32,10–22,88.4,93.2,0.3549,42.2,47.7,22.7,22.4,31.8,32.8,31.2,28.6,42.2,50.1,28.1,28.7,28.6,34.8,72.3,-17.2
210,Utah Tech,WAC,30,16–14,94.8,99.9,0.3529,51.2,45.2,18.4,16.1,19.7,30.1,21.9,19.5,50.9,45.1,34.4,30.3,48.8,40.6,71,-11.6
211,Loyola Marymount,WCC,28,9–19,91.8,97,0.3475,45.1,50.2,23.8,22.2,33.4,33,24.4,27.9,43,52.3,32.7,31,35.4,35.6,66.8,-13.9
212,UTEP,CUSA,29,10–19,95.4,101,0.3435,47.1,50.3,23.1,20.9,29.8,29.9,33.7,30,46.9,49.4,31.8,34.4,25.7,42.6,70.7,-14.9
213,Georgia St.,SB,28,13–15,92.5,97.9,0.3426,44.7,45.9,21.2,22.8,31.3,35.2,30.5,32.5,44.6,44,29.9,33.1,31.5,34,71,-12.4
214,Long Beach St.,BW,32,14–18,88.9,94.3,0.3384,45.6,44.5,26.4,24.7,32.4,35.3,29.7,28.3,45.3,45.4,30.7,28.6,33.9,33.9,76.5,-14.6
215,Incarnate Word,Slnd,26,15–11,89.1,94.5,0.3365,41.2,43.5,21.7,22.1,34.5,29.3,31.7,30.3,42.9,43.1,25.6,29.6,36.8,30.3,64.3,-9.1
216,Idaho,BSky,29,13–16,86.4,91.8,0.3328,44.9,43.1,20.7,20.6,25,25.8,23.2,24.4,42.9,42.5,32.3,29.8,36.2,28.8,65.6,-14
217,Georgia Southern,SB,31,13–18,87.7,93.2,0.3327,41.4,43.7,23,24.1,38.4,34.6,29.1,33.2,42.5,42,24.9,31.8,22.3,29.6,76.8,-15.8
218,Tennessee Martin,OVC,31,15–16,92.1,97.9,0.3296,49.9,46.5,25.3,21.5,27,31.9,30.9,22.4,47.4,45.5,36.9,32.1,32.1,38.3,66,-13.7
219,Texas St.,SB,30,12–18,89.4,95.1,0.3274,45.3,46.7,25.5,26.4,32.8,36,31.8,34.5,43.4,48.7,33.1,28.1,30.6,30.8,67.5,-15.6
220,Grambling St.,SWAC,28,19–9,84.6,90.2,0.3241,41.2,42.9,25.3,26.8,35.3,32.9,34.9,34.7,40.9,41.3,28,30.8,26.3,32.9,74.8,-6.5
221,Howard,MEAC,31,15–16,83.6,89.1,0.3239,39.5,39.9,23.5,26.5,31.4,32.2,35.3,34.7,37.7,38.6,29.2,28.1,28.8,37.1,69.7,-13.6
222,Colgate,Pat,30,17–13,90,96.8,0.3024,46.1,44.6,20.8,20.9,30.7,26,29.9,26.7,44.8,46.4,33.9,25.2,21,21,65.4,-11.7
223,Idaho St.,BSky,29,10–19,86.6,93.2,0.3018,40.9,45.4,22.3,22.5,33.1,29.3,24.8,35.8,40.2,43.5,28.9,31.9,22.6,42.6,67.8,-15.7
224,Tennessee Tech,OVC,29,14–15,92.9,100,0.3017,46.8,50.3,22.6,25.4,32.6,29.5,29.2,35,44.3,48.1,34,37.3,37.6,27.8,70.5,-13.2
225,Coastal Carolina,SB,32,11–21,90.4,97.4,0.2991,43.4,46.4,25.9,22,37,36.1,39.2,33,44.3,44.8,27.2,32.8,26,35.5,72,-16.3
226,UC San Diego,BW,29,10–19,83.8,90.3,0.2969,40.8,43.5,25.2,22.1,31.1,28.2,27.9,27.1,40.8,42.4,27.3,30.1,37.6,38.2,66.3,-16.6
227,Detroit Mercy,Horz,33,17–16,84.8,91.7,0.291,45.8,43.6,27.5,19.4,31.4,27.5,28.7,29.8,45.8,42.3,30.5,30.7,27.1,33.6,68.6,-12.7
228,UC Santa Barbara,BW,29,14–15,91.4,98.7,0.2908,46.2,44.4,23.7,18.7,30,28.9,27.2,23.3,43.1,44.2,34.4,30.1,36.1,29.3,67.5,-13.1
229,St. Thomas,Sum,29,13–16,91,98.4,0.29,47.3,51.1,24.2,22.2,29.1,30.6,28.3,28.5,49.9,49.5,28.5,36,36,34.2,71.2,-12.9
230,Sacred Heart,NEC,31,22–9,89.4,96.7,0.289,45.3,44.3,19.1,27.1,32.9,32,29.9,26.4,46.3,44.4,28.7,29.2,32,30.1,68.9,-7.5
231,Binghamton,AE,29,12–17,90.9,98.5,0.2841,48.5,44.1,21.7,22.2,25.5,33.9,21.4,32.6,47.4,43.8,33.6,29.9,36,24.7,67.5,-15.8
232,Maryland Eastern Shore,MEAC,28,13–15,86,93.3,0.282,40.5,43.6,24.2,25.8,36.3,31.2,30.4,35.8,40.7,42.1,26.5,31.1,27.6,32.3,70,-12.4
233,Boston University,Pat,31,19–12,90,97.7,0.2804,49.5,43.3,24,19.6,26.7,33.4,29.6,22,47.8,41.1,35.3,31.8,33.3,33.3,67.3,-10.1
234,Indiana St.,MVC,31,11–20,89,96.7,0.2771,42.4,48.2,24.3,22.3,32.9,32.6,31.5,37.3,41.7,49,29.4,31.2,28,35.5,70.4,-16.1
235,Florida Atlantic,Amer,29,10–19,89.2,97,0.2765,45.7,44.9,25.3,20.2,30.7,36.1,33.6,22.4,43.7,43.5,32.6,32,37.3,31,67.1,-15.4
236,Northern Kentucky,Horz,30,10–20,94,102.3,0.2742,48,49.2,21.6,18.8,26.7,31.5,33.5,29.7,46.6,49.3,33.6,32.7,37.1,32.6,71.1,-16
237,Youngstown St.,Horz,31,13–18,85.4,93.2,0.2679,45.2,44.8,24.2,21.3,28,31.6,21.7,28.6,46.3,45,29.1,29.6,41.3,35.4,68.4,-14.3
238,Lehigh,Pat,29,16–13,91.8,100.2,0.2663,49.7,44.6,22.6,18.8,24.3,27.4,30.5,24.6,52.3,43.5,31.2,32.1,47.2,25.2,72.3,-12.3
239,Western Michigan,MAC,29,11–18,89.6,98.2,0.2573,47.6,48.7,23,26,24.8,35.6,24.5,32,45.6,50.6,33.5,30.1,42.8,33.2,68.3,-15.2
240,Dayton,A10,29,10–19,89.9,98.9,0.2495,42.5,49.4,26.5,19.6,39.1,29.2,22.9,31.4,42.4,47.2,28.5,36.5,25.1,29.8,70,-14
241,Southern,SWAC,29,14–15,83.3,91.8,0.2464,41.4,46.2,22.9,28.3,26.7,32,33.7,39.8,40.4,47.6,29.9,28.8,23.7,31.8,69.8,-8.5
242,Yale,Ivy,27,8–19,90.7,100.1,0.2433,42.3,49.2,21.8,21,34.5,31.8,25.3,33.8,42.8,49.7,27.2,32,24.2,27.4,68.3,-15
243,Western Illinois,OVC,26,14–12,89.8,99.3,0.238,46.4,45.2,22.1,20.2,29,27.1,37.8,32.3,44.7,45.6,33.1,29.7,34.7,35.2,72.3,-11.2
244,Little Rock,OVC,30,12–18,82.5,91.4,0.2346,42.7,47,22.1,25.9,25.1,30.5,29.9,38.5,42.3,46.2,29.7,32.5,19.8,32.9,65.4,-14.2
245,Stetson,ASun,29,15–14,82.3,91.7,0.2234,41,43.9,24,24,31.9,30.1,33.5,34.1,43.4,42.6,23.4,30.6,28.8,39,67.3,-11.3
246,Northern Illinois,MAC,30,14–16,86.6,96.6,0.2215,45.1,44.7,22.1,17.3,27.7,27.2,23.9,23.4,43.9,44.7,31.4,29.8,36.5,35.1,70.9,-14.1
247,Eastern Illinois,OVC,33,15–18,87.7,97.9,0.2186,45.6,46.1,24.7,20.3,32.8,30.3,26.3,23.3,46.4,44.2,29.4,33.7,32.1,29.9,69.9,-16
248,Samford,SC,27,11–16,84,93.9,0.2175,41.7,44.8,22.2,20.5,27.2,30.2,31.3,24.8,40.1,45.2,30,29.3,33.6,30.5,66.9,-13.3
249,Jacksonville St.,CUSA,27,10–17,82.4,92.2,0.217,40.5,46.9,22.8,22.3,28.8,27.4,24,28.7,42.1,47.1,25.6,30.8,41,28,69.2,-13.5
250,Oakland,Horz,27,10–17,91.3,102.1,0.217,41.8,53.1,20.3,25.8,35.1,34.2,34.8,37.4,41.5,52.9,28.3,35.7,33.3,32,72.2,-13.4
251,Canisius,MAAC,30,16–14,89,99.6,0.2149,46,45.5,25.2,20.3,32.8,28,26.9,26.1,42.8,47.6,33.8,27.8,39.9,35.2,67.1,-12.1
252,Manhattan,MAAC,30,18–12,85.2,95.4,0.2138,44.3,43.8,24.8,23.4,31.6,30.6,24.3,20.9,44,40.9,29.8,33.2,32.9,32.7,65.3,-10.6
253,Morehead St.,OVC,27,12–15,86.5,97,0.2124,44.5,45.7,24.5,22.8,33.8,31.5,31.1,30.4,44.4,44.8,29.9,31.8,37.2,30.7,69.7,-12.2
254,Denver,Sum,29,7–22,91.1,102.3,0.2086,47,49.6,20.3,19.1,24.3,29.6,30,27.7,49.5,49.1,29.6,34,48.7,27.5,68,-19.9
255,New Orleans,Slnd,30,11–19,83.5,93.8,0.2064,38.5,44.9,22.7,24.6,29,33.5,32.1,28,37.6,44.6,27.7,30.2,23.8,34.6,74.3,-16.1
256,Jacksonville,ASun,29,9–20,86.4,97.2,0.2055,45,47.7,28,25.1,32,37.7,44.1,37.4,43,50,33.5,29,27.3,34.6,72.6,-15.1
257,Kennesaw St.,ASun,28,9–19,84.1,94.7,0.2042,40.3,48.1,25.4,22.9,36.7,30.5,30.5,32.5,39.7,48.2,28.2,32,21,34.1,68.9,-15.4
258,Bethune Cookman,SWAC,28,12–16,82.5,92.9,0.2019,39.4,42.5,22.5,26.1,33.6,34.5,39.4,34.1,40,43.3,25,27,23.7,29,71.6,-14.3
259,North Alabama,ASun,28,10–18,89.9,101.5,0.1999,47.6,47.8,23.9,20.8,25.3,33.9,26.3,29.7,47.8,48.1,31.5,31.4,41.5,28.3,73.7,-15.4
260,Cal St. Fullerton,BW,31,10–21,87.2,98.4,0.1991,43.7,48.1,24.5,23.6,28.9,31.9,22.8,24.4,43.1,46.4,30.2,34.1,29.5,35.4,69.2,-18.2
261,Akron,MAC,29,11–18,87.4,98.7,0.1979,43.8,47.5,23.5,21.6,32.4,30.8,26.5,27,43.9,48,29.2,31.1,34.8,33,67.2,-16.1
262,Cornell,Ivy,26,7–19,84.6,95.6,0.1972,39.9,48,23.6,22.2,28.6,33.1,28.7,30.2,40.6,48.5,24.6,31.4,19.6,33.1,70,-14.3
263,Ohio,MAC,30,11–19,84.9,96.4,0.1883,45.2,48.8,24.8,28.4,23.5,38.1,29.8,32.5,46.9,50.7,28.6,30.6,42.8,41,74.9,-15.7
264,Northwestern St.,Slnd,28,9–19,81.6,93,0.1831,40.8,42.4,25.5,19.6,28.1,28.2,31.3,32.1,39.5,42,29,28.9,32.3,30.9,68.5,-15.4
265,Nicholls St.,Slnd,29,11–18,85.7,97.6,0.1821,43,45.6,20.6,24.4,26.3,30.2,24.8,36.2,41.6,46.8,30.6,28.9,33.7,34.6,69.6,-16.4
266,UMKC,Sum,30,10–20,83.8,95.5,0.1818,43.1,45.6,22.9,22,32.4,31.3,28.4,43.5,44,44.6,26.9,31.8,22.8,29.6,69.9,-17.2
267,Furman,SC,28,12–16,87,99.7,0.1728,43,46,24.5,19.7,36.3,30.4,31.2,24.1,42.9,47.4,28.8,28.6,32.6,32,70,-14.3
268,Bucknell,Pat,31,13–18,83.3,95.6,0.1715,42.8,44.2,23,19.5,23,30.8,31.1,22.1,42.8,44.3,28.5,29.3,27,31.4,67,-14.7
269,East Texas A&M,Slnd,29,13–16,88.8,101.9,0.1705,43.1,44.5,17.6,18.1,22.7,33.5,25.3,27.4,40.3,44.8,32.6,29.2,32.8,28.4,76.3,-13.3
270,Coppin St.,MEAC,30,12–18,81.8,94,0.168,39.7,44,24.3,24.5,31.3,34.1,32,24.5,39.5,44,26.6,29.4,36.9,27.5,67.5,-14.3
271,Mount St. Mary's,MAAC,31,14–17,80.4,92.5,0.1667,41.1,43.5,23,24.7,26.6,32.6,20.8,24.9,41.7,43.4,26.5,29.1,34.6,36.3,67.2,-15.2
272,IU Indy,Horz,30,7–23,86.6,99.6,0.1664,44.2,46.9,25,19.7,28.8,33.9,36.9,29.7,45.8,47.2,27,30.8,30.2,27.6,74,-19.2
273,High Point,BSth,29,18–11,86.2,99.2,0.166,46.1,43.9,21.5,23,19.6,34.6,29.9,30.6,47.3,42.6,29.6,31.6,41.9,28.1,69.8,-8.1
274,Massachusetts,A10,32,5–27,86,99,0.1651,44.2,50.9,24.2,24.8,25.7,36.8,22.3,33.6,43.5,50.4,30.5,34.5,28.6,36.5,71,-21.4
275,Southern Utah,WAC,29,7–22,91.3,105.6,0.1586,46.8,48.7,21.9,15.6,31.5,31,23.6,26.1,47.7,48.2,30,33.1,34.8,31.5,68.1,-19.7
276,Loyola MD,Pat,31,16–15,87.2,100.9,0.1563,45.7,47.9,21.4,21.8,27.5,27.5,25.8,30.2,46.6,46,28.7,34.5,25.7,32.2,65.9,-12.7
277,Alabama A&M,SWAC,30,14–16,83.7,96.9,0.1561,41,43.8,24.8,24.4,35.7,31.4,30.6,33.6,40.9,41.8,27.5,33,24,25.4,68.4,-14.4
278,Quinnipiac,MAAC,31,13–18,85.5,99.2,0.1545,44.5,44.9,23.8,20.4,25.9,31.5,27.1,27.1,46,44.8,27.6,30.1,33.5,35.1,68.2,-15.6
279,Bryant,AE,28,13–15,85.3,99.3,0.1492,45,45.2,24.4,20.1,28.5,29.3,29.9,23.9,44.3,45.1,31,30.3,34.4,32.7,68.3,-13.3
280,Miami OH,MAC,29,9–20,80,93.2,0.1472,42.2,46.7,27.9,24.6,28.8,34.7,23,30.4,41.6,44.5,29.1,33.1,31.3,42.1,66.2,-16.9
281,Sam Houston St.,CUSA,27,5–22,84.3,98.2,0.1461,38.4,50.7,24.5,25,32.7,35.9,38.9,29.5,36.6,50.3,28.2,34.5,31,27.7,74.5,-19.1
282,Tarleton St.,WAC,30,10–20,83.9,97.8,0.1457,42.6,45.8,22.1,19.7,27.3,28.2,27.3,30.9,41.1,45.2,30.4,31.2,32.8,37.5,68.3,-18.1
283,Bellarmine,ASun,27,8–19,88,102.7,0.1448,42.1,49.5,22.1,22.2,29.5,33.4,31.3,36.7,41.6,51.5,28.8,30.7,33.2,36.5,73.3,-16
284,La Salle,A10,30,8–22,84.6,98.8,0.1435,41.7,47.6,23.4,22.2,27.8,38.9,20.7,26.6,41.2,49.4,28.2,29.3,47,33.4,71.3,-17.5
285,Valparaiso,MVC,30,5–25,86.7,101.4,0.142,46.6,50.8,25.6,23.9,22.5,32.7,30.8,43.1,45.9,50.9,31.6,33.6,45.1,29.6,69.9,-21.8
286,American,Pat,30,10–20,84.4,98.9,0.14,43.7,47.3,23.5,23.6,28.1,30.8,27.6,31.8,45.7,48.2,25.8,30.3,28.5,30.9,70.9,-18.5
287,Nebraska Omaha,Sum,29,6–23,92.7,108.7,0.1386,46.6,54.6,20.3,21.8,23.5,35.2,41,31.2,43.8,55.9,35.2,34.9,31.4,35.7,73.9,-20.1
288,Southeast Missouri St.,OVC,27,7–20,81.2,95.3,0.1372,40.6,48.6,22.9,24.8,29.5,32.3,30.6,38.5,41.3,47.6,26,33.8,28.6,34.7,71.4,-18.2
289,Elon,CAA,30,10–20,78.7,92.4,0.1369,39,44.3,25.1,24.7,30.7,34.3,21,30.3,39.2,45.2,25.6,28.4,29.1,34.1,68.2,-16.8
290,Le Moyne,NEC,32,18–14,82.7,97.2,0.134,40.8,45.4,22,25,32.2,36.3,26.3,22.9,40.1,44.8,28.3,30.9,28.7,38.8,66.5,-9.8
291,North Dakota,Sum,27,7–20,85.8,101,0.1327,42.5,49.4,23.2,19.7,29,32.7,30.4,32.6,43.5,49.1,26.5,33.3,27.6,37.4,75.2,-17.4
292,San Jose St.,MWC,30,6–24,85.3,100.5,0.131,45.9,49.7,30.3,23,33.5,30.7,22.2,31,44.4,44.9,32.4,38.1,36.5,39.7,68.8,-20.9
293,Army,Pat,27,10–17,84.5,99.7,0.1301,41,49.8,21.2,23.3,31.6,28.8,25.3,27.8,40.2,50.7,28.5,31.6,30.7,28.3,68.7,-15.8
294,North Florida,ASun,27,6–21,86.1,101.6,0.1293,44.7,47.6,24.8,19.6,28.6,34.5,26.3,30.4,46.7,48.4,28.2,30.5,45.8,30.4,67.7,-16.7
295,Navy,Pat,29,12–17,82.5,97.4,0.1288,41.6,46.8,20.6,23.7,27,28.6,22.9,31.6,41.5,44.9,27.8,34,29.5,30.8,72.1,-15.6
296,Weber St.,BSky,32,7–25,84.9,100.4,0.1265,42.2,49.4,23.7,19.6,28.7,27.9,27.4,24.9,41.1,47.4,29.9,35.1,30.3,38.2,68.1,-21
297,Sacramento St.,BSky,31,6–25,84.7,100.2,0.1261,43.9,47.6,25.9,22.2,28.9,35,25,28.7,41.5,45.6,32.1,33.7,36.5,38.9,68,-22.5
298,Xavier,BE,28,1–27,81.2,96.2,0.1247,42,51.2,27.9,22.2,22.5,38.9,19.5,27.2,41.2,51.4,28.7,34,40.7,36,69,-19
299,NJIT,AE,30,12–18,81.9,97.3,0.1212,42.3,43.5,26.4,21.3,33.2,34.6,29.3,27.8,42.7,43.1,27.6,29.7,26.5,26.6,69.7,-15.8
